,product_code,product_name,brand,energy-kcal_value,energy-kj_value,carbohydrates_value,sugars_value,fat_value,saturated-fat_value,proteins_value,fiber_value,salt_value,sodium_value,nova-group,nutrition-score-fr,fruits-vegetables-nuts-estimate-from-ingredients_100g,sugar_to_carb_ratio,calorie_category,sugar_category,is_ultra_processed
993,5010477353115,Crunchy Oat Granola Raisin & Almond,Jordan,416.0,1740.544,64.0,21.0,12.0,1.5,11.0,6.2,0.03,0.012,4.0,9.0,15.75,0.328125,Moderate,Moderate Sugar,Yes
994,5011157888132,Tilda Steamed Brown Basmati Rice,Tilda,129.0,545.0,23.3,0.2,2.1,0.5,2.8,3.0,0.03,0.012,3.0,2.0,0.0,0.008583690987124463,Low,Low Sugar,No
995,6111243860383,ice POMME 1.5l,ice,58.0,242.672,9.9,9.8,0.0,0.0,0.0,2.4,0.02,0.008,4.0,17.0,0.0,0.98989898989899,Low,Low Sugar,Yes
996,8412674005021,Megachok,arluy,458.0,1914.0,71.0,28.0,17.0,9.0,5.0,0.3,0.82,0.328,4.0,25.0,0.0,0.39436619718309857,Moderate,High Sugar,Yes
997,5449000132277,fanta tops lemon 1.5l,Unknown,20.0,85.0,4.8,4.8000001907349,0.0,0.0,0.0,2.4,16.0,6.4,4.0,4.0,0.0,1.0000000397364375,Low,Low Sugar,Yes
998,6111032007128,Jibi,Centrale Danone,77.0,322.0,12.3,7.1,1.6,1.1,3.3,0.0,0.0,0.0,4.0,7.0,0.0,0.5772357723577235,Low,Low Sugar,Yes
999,3182189999805,Biscottes sans sel et sans sucre ajoutés,Pasquier,390.0,1635.0,70.0,2.2,3.7,0.5,15.0,7.0,0.02,0.008,4.0,-6.0,0.0,0.03142857142857143,Moderate,Low Sugar,Yes
1000,5059697684616,Dark Chocolate,TESCO finest,63.0,264.0,2.0,1.3,5.4,3.3,1.0,1.3,0.01,0.004,4.0,15.0,0.0,0.65,Low,Low Sugar,Yes
1002,3155251205524,beurre,Président,745.0,3063.0,1.0,1.0,82.0,57.0,0.7,0.0,0.03,0.012,4.0,20.0,0.0,1.0,High,Low Sugar,Yes
1003,3270190127765,Chocolate negro,"Carrefour BIO, Carrefour",567.0,2353.0,32.0,27.0,42.0,26.0,9.6,12.0,0.03,0.012,4.0,19.0,0.0,0.84375,High,High Sugar,Yes
1004,3272770004725,"9 Minis St Moret (17,8% MG)","Savencia, St Moret",205.0,857.72,3.0,3.0,17.8,13.2,8.3,0.0,1.3,0.52,4.0,15.0,0.0,1.0,Low,Low Sugar,Yes
1005,5000354908248,Custard powder,Bird's,83.0,350.0,14.2,9.5,1.5,1.0,3.1,0.5,0.15,0.06,4.0,7.0,0.0,0.6690140845070423,Low,Low Sugar,Yes
1006,5013665103028,Belgian Dark Chocolate Rice Cake Thins imp,Kallø,488.0,2039.0,57.2,23.4,24.1,14.6,6.8,7.4,0.0,0.0,3.0,18.0,0.0,0.40909090909090906,Moderate,Moderate Sugar,No
1007,5449000232311,FuzeTea Thé glacé pêche intense,FUZE TEA,19.0,79.0,4.4,4.3,0.0,0.0,0.0,2.4,0.03,0.012,4.0,8.0,0.1,0.9772727272727272,Low,Low Sugar,Yes
1008,7622210988034,Véritable petit beurre,"LU, Mondelez, Mondelez international",440.0,1840.96,73.0,23.0,12.0,7.8,8.0,3.0,1.3775,0.551,4.0,24.0,0.0,0.3150684931506849,Moderate,Moderate Sugar,Yes
1009,5060406080452,Barista Organic Oat M*lk,Minor Figures,44.0,185.0,6.8,2.5,1.8,0.2,0.2,2.4,0.1,0.04,3.0,5.0,0.0,0.36764705882352944,Low,Low Sugar,No
1010,3083681148619,Carottes rapees citron dnp 320g,Bonduelle,73.0,301.0,5.5,4.5,4.5,0.3,1.0,3.0,0.71,0.284,4.0,-1.0,87.1625,0.8181818181818182,Low,Low Sugar,Yes
1011,6111266962569,6111266962569,Jaouda,99.0,414.216,15.5,15.5,2.5,1.5,3.5,2.4,0.15,0.06,4.0,7.0,0.0,1.0,Low,Moderate Sugar,Yes
1012,1206111,Greek style natural yogurt,Sainsbury's,103.0,430.952,4.2,4.2,7.6,5.1,4.0,0.5,0.0975,0.039,1.0,6.0,0.0,1.0,Low,Low Sugar,No
1013,20060831,Premium Fruit & Nut Muesli,Lidl,177.0,740.568,27.2,11.1,5.2,2.1,4.0,2.9,0.02,0.008,4.0,10.0,50.0,0.40808823529411764,Low,Moderate Sugar,Yes
1014,3664346306003,Grand Arôme 32% de Cacao,Poulain,72.0,302.0,9.8,9.5,1.8,1.1,3.7,0.8,0.11,0.044,4.0,10.0,0.0,0.9693877551020408,Low,Low Sugar,Yes
1015,5000112611878,PET 1.75L COCA COLA® ZÈRO,Coca-Cola®,0.3,1.2552,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.004,4.0,4.0,0.0,0.0,Low,Low Sugar,Yes
1016,5000168198514,Sablés chocolat,McVitie's,496.0,2078.0,62.5,28.5,23.6,12.4,6.7,3.0,0.94,0.376,4.0,28.0,0.0,0.456,Moderate,High Sugar,Yes
1017,5000184321071,Real Mayonnaise,Hellmann's,720.0,3011.0,1.4,1.3,79.0,6.1,1.1,2.4,1.2,0.48,4.0,6.0,0.0,0.9285714285714287,High,Low Sugar,Yes
1018,6111128000477,Eau minérale,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,1.0,0.0,0.25,0.0,Low,Low Sugar,No
1019,10066980,Organic Houmous,Tesco,107.0,444.0,6.5,0.3,7.1,0.9,3.3,2.0,0.37,0.148,3.0,7.0,60.9,0.04615384615384615,Low,Low Sugar,No
1020,20534455,Abricot sec,Alesto,193.0,807.5120000000001,43.3,32.0,0.29,0.1,2.03,4.67,0.17,0.068,3.0,7.0,62.5,0.7390300230946882,Low,High Sugar,No
1021,3278693504076,Emprésuré au chocolat,Malo,107.0,454.0,17.0,17.0,1.8,1.1,5.8,2.4,0.22,0.088,3.0,5.0,0.0,1.0,Low,Moderate Sugar,No
1022,3664346306621,Fine & Gourmande Noir 70%,"Fine gourmande,Poulain",539.0,2226.0,34.0,0.5,44.0,27.0,7.6,11.0,0.01,0.004,4.0,11.0,0.0,0.014705882352941176,High,Low Sugar,Yes
1023,4014400901191,Merci Finest Selection Assorted Chocolates,Storck,563.0,2355.592,49.9,48.0,36.1,19.9,7.8,2.4,0.17,0.068,4.0,30.0,7.2,0.9619238476953909,High,High Sugar,Yes
1024,5000232902450,Baked Beans,Branston,85.0,359.0,12.5,4.7,0.6,0.1,4.6,5.9,0.6,0.24,4.0,-5.0,94.7312400212879,0.376,Low,Low Sugar,Yes
1025,5410126806069,LOTUS BISCOFF Speculoos Original - 250g (2x125g),"Lotus Bakeries, Lotus",484.0,2032.0,72.6,38.1,19.0,8.0,4.9,1.3,0.92,0.368,3.0,28.0,6.175,0.5247933884297521,Moderate,High Sugar,No
1026,6111032006985,Danao Pèche-Abricot,Danone,37.0,154.808,8.7,7.9,0.01,0.01,0.5,2.4,0.0,0.0,4.0,9.0,3.955,0.9080459770114944,Low,Low Sugar,Yes
1027,6111199000017,Flash Wondermint Gum,Flash,350.0,1464.4,78.0,59.0,2.1,0.5,4.1,1.8,0.3675,0.147,4.0,7.0,0.0,0.7564102564102564,Moderate,High Sugar,Yes
1028,8000500037560,Kinder Bueno,Kinder,572.0,2384.0,49.5,41.2,37.3,17.3,8.6,2.4,0.272,0.1088,4.0,30.0,10.8,0.8323232323232324,High,High Sugar,Yes
1030,8715700421353,Tomato ketchup,Heinz,102.0,435.0,23.2,22.8,0.1,0.1,1.2,0.0,1.8,0.72,3.0,13.0,60.9,0.9827586206896552,Low,Moderate Sugar,No
1031,6111242102941,Yogurt Bnine BANANA,Jaouda,88.1,368.61039999999997,14.3,9.3,1.7,1.2,3.9,2.4,0.0,0.0,4.0,3.0,0.0,0.6503496503496504,Low,Low Sugar,Yes
1032,130509,Wheat Biscuits,By Sainsbury's,358.0,1497.872,68.1,4.4,2.0,0.6,12.0,10.0,0.28,0.112,3.0,-3.0,0.0,0.06461086637298093,Moderate,Low Sugar,No
1034,8410076901026,Barre céréales Protéines peanut& chocolat🍫,Nature Valley,492.0,2045.0,22.9,15.4,30.1,8.8,25.6,13.6,0.95,0.38,4.0,7.0,42.0833333333333,0.6724890829694323,Moderate,Moderate Sugar,Yes
1035,6111250475129,Mayonnaise,Bol Bol,563.7,2358.5208000000002,0.0,0.0,62.1,0.0,1.2,0.0,0.3675,0.147,4.0,7.0,0.0,0.0,High,Low Sugar,Yes
1036,6111266960725,MUSCLY FROMAGE 24,"Jaouda, Copag",264.0,1094.0,7.0,0.0,22.0,15.0,9.0,2.4,1.6,0.64,4.0,20.0,0.0906808035714306,0.0,Low,Low Sugar,Yes
1037,6111126005696,Proteines Mangue,Chergui,265.0,1110.0,0.0,24.8,3.2,1.4,36.0,0.0,0.5,0.2,4.0,-2.0,0.0,0.0,Low,Moderate Sugar,Yes
1038,8000500426494,Nutella Plant-Based,"Nutella, Ferrero",534.0,2229.0,53.4,45.4,31.8,11.0,6.8,2.4,0.07,0.028,4.0,29.0,23.2,0.850187265917603,High,High Sugar,Yes
1040,61232202952,Fine Milled Oatcakes,Nairn's,139.0,581.576,17.0,4.1,6.1,0.688,3.4,2.7,0.1336,0.05344,3.0,7.0,0.0,0.24117647058823527,Low,Low Sugar,No
1041,3229820786605,Crousti' Avoine Chocolat,Bjorg,416.0,1747.0,60.0,14.0,13.0,4.4,10.0,9.5,0.1,0.04,4.0,7.0,0.450000000000003,0.23333333333333334,Moderate,Moderate Sugar,Yes
1042,3478820023184,Pâte à tartiner chocolat noisette,"Jardin bio, Léa Nature",557.0,2325.0,55.0,52.0,34.0,5.6,6.2,3.3,0.06,0.024,4.0,25.0,10.0,0.9454545454545454,High,High Sugar,Yes
1043,5060088701447,Cocoa Orange,Nakd,137.9,576.9736,17.85,15.05,5.6,1.085,3.045,3.01,0.0105,0.0042,4.0,12.0,95.0,0.8431372549019608,Low,Moderate Sugar,Yes
1044,3229820798110,Granola Chocolat,Bjorg,420.0,1765.0,62.0,12.0,13.0,3.1,10.0,7.5,0.01,0.004,4.0,6.0,0.0,0.1935483870967742,Moderate,Moderate Sugar,Yes
1045,3281780893915,Mon Taboulé Oriental,Pierre Martinet,183.0,766.0,25.0,5.4,6.7,0.8,4.5,2.1,0.9,0.36,3.0,6.0,43.3537726151316,0.21600000000000003,Low,Low Sugar,No
1046,5060198643156,Margherita Sourdough Pizza,Crosta & Mollica,230.0,962.32,30.0,2.5,7.3,3.0,10.0,2.3,1.18,0.472,3.0,5.0,16.615,0.08333333333333333,Low,Low Sugar,No
1047,4056489424918,Beurre de cacahouète,Maribel,649.0,2715.416,8.1,6.0,55.0,11.9,27.3,6.2,0.905,0.362,4.0,7.0,0.0,0.7407407407407408,High,Low Sugar,Yes
1048,8719200252332,proactiv,Flora proactiv,530.0,2182.0,0.5,0.5,59.0,12.0,0.5,0.0,0.8,0.32,4.0,8.0,37.7583333333333,1.0,High,Low Sugar,Yes
1050,20022471,Čokoláda na vaření,"Fin Carré, lidl",544.0,2276.0,48.0,45.6,35.0,22.0,4.8,2.4,0.1,0.04,4.0,29.0,0.0,0.9500000000000001,High,High Sugar,Yes
1051,3083680613576,Lentilles préparées 1/2,Cassegrain,93.0,394.0,14.0,0.5,0.5,0.1,6.6,3.1,0.76,0.304,4.0,-3.0,92.5545571245186,0.03571428571428571,Low,Low Sugar,Yes
1052,3155250349793,La crème des chefs ferme et onctueuse gastronomique,President,305.0,1260.0,11.0,11.0,28.0,20.0,2.2,2.4,0.07,0.028,4.0,19.0,0.0,1.0,Moderate,Moderate Sugar,Yes
1053,3229820794624,Galettes riz complet Bio,Bjorg,103.088,431.32019199999996,20.944,0.163,0.8704,0.19,2.3664,0.979,0.068,0.0272,3.0,1.0,0.0,0.007782658517952636,Low,Low Sugar,No
1054,3254550006013,Crème sous pression à la vanille 250g,Isigny Sainte-Mère,313.0,1311.0,11.0,11.0,29.0,21.0,2.1,2.4,0.07,0.028,4.0,19.0,0.0,1.0,Moderate,Moderate Sugar,Yes
1055,5000111047517,HP the Original Brown Sauce,HP Sauce,122.0,510.44800000000004,28.3,23.1,0.1,0.0,0.9,2.4,1.3,0.52,4.0,12.0,54.5673076923077,0.8162544169611308,Low,Moderate Sugar,Yes
1056,8002270116544,San Pellegrino,"San Pellegrino, Nestlé",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078,0.00312,1.0,0.0,0.0,0.0,Low,Low Sugar,No
1057,8076809529419,Pâtes spaghetti au blé complet integral 500g,Barilla,347.0,1466.0,64.0,3.5,2.5,0.5,13.0,8.0,0.01,0.004,1.0,-5.0,0.0,0.0546875,Moderate,Low Sugar,No
1058,5010029226133,Alpenmüsli The Original Swiss Style,Weetabix,374.0,1564.816,66.0,21.0,5.6,0.9,11.0,7.7,0.25,0.1,4.0,6.0,14.0,0.3181818181818182,Moderate,Moderate Sugar,Yes
1059,5052320269839,Tesco Finest Greek Yoghurt,Tesco,132.0,552.288,3.8,3.3,10.3,7.2,6.1,2.4,0.1975,0.079,1.0,6.0,0.0,0.868421052631579,Low,Low Sugar,No
1060,5060362071709,Organic Gluten-Free Oat Drink,Plenish,33.0,138.0,6.6,3.8,0.3,0.1,0.6,0.5,0.08,0.032,3.0,5.0,0.0,0.5757575757575758,Low,Low Sugar,No
1061,20283360,Fiocchi di avena integrali,CROWNFIELD,372.0,1566.0,58.7,0.7,7.0,1.3,13.5,10.0,0.03,0.012,1.0,-5.0,0.0,0.011925042589437818,Moderate,Low Sugar,No
1062,3560070910366,Huile d'olive vierge extra,"Carrefour BIO,Carrefour",823.0,3382.0,0.0,0.0,91.0,13.0,0.0,2.4,0.0,0.0,2.0,0.0,100.0,0.0,High,Low Sugar,No
1063,4006985902304,L'Original - Cacao en poudre non sucré,Van houten,379.0,1579.0,8.7,0.5,21.0,13.0,20.0,28.0,0.08,0.032,1.0,7.0,0.0,0.0574712643678161,Moderate,Low Sugar,No
1064,7622210834713,Milka wholenut,Milka,555.0,2322.12,49.0,47.0,36.0,15.0,8.1,2.4,0.3,0.12,4.0,30.0,0.25,0.9591836734693877,High,High Sugar,Yes
1065,6132500711040,El Mordjene Crème De Noisettes Grillées,Cebon,555.0,2322.12,43.56,43.56,36.57,36.57,8.44,9.12,0.29,0.116,4.0,24.0,10.7142857142857,1.0,High,High Sugar,Yes
1066,3249760000654,Orangina,Orangina,41.0,174.0,9.7,9.6,0.1,0.0,0.1,0.0,0.01,0.004,4.0,11.0,27.0,0.9896907216494846,Low,Low Sugar,Yes
1067,3564700005552,Lait demi-écrémé,DéLisse,47.0,195.0,4.8,4.8,1.6,1.0,3.3,0.5,0.1,0.04,4.0,-1.0,0.0,1.0,Low,Low Sugar,Yes
1068,612322000202,Fruit & Seed Oatcakes,Nairn's,55.0,230.12,7.5,2.0,1.9,0.6,1.2,1.2,0.0645,0.0258,3.0,10.0,0.0,0.26666666666666666,Low,Low Sugar,No
1069,7622210834751,Milka oreo,Milka Oreo,559.0,2333.0,56.0,50.0,35.0,19.0,5.0,0.2,0.45,0.18,4.0,32.0,0.0,0.8928571428571429,High,High Sugar,Yes
1070,8719200031449,Fruit d'Or Oméga 3 Doux - Sans huile de palme - 450g,Fruit d'Or,450.0,1850.0,0.1,0.0,50.0,10.0,0.0,2.4,0.5,0.2,4.0,7.0,0.0,0.0,Moderate,Low Sugar,Yes
1071,8480000095718,Copos de trigo espelta integral 0%,Hacendado,364.0,1529.0,66.0,1.9,2.7,0.2,14.6,8.8,0.78,0.312,3.0,-4.0,0.0,0.028787878787878786,Moderate,Low Sugar,No
1073,3182180002542,Grilletine Sans sucres ajoutés Blé complet,Pasquier,411.0,1690.0,61.0,2.1,10.0,2.4,13.0,12.7,0.9,0.36,4.0,6.0,0.0,0.03442622950819672,Moderate,Low Sugar,Yes
1074,6111032009443,Activia ananas fraise,"danone, سنطرال دانون",60.0,251.0,9.6,5.5,1.2,0.8,2.7,0.0,0.0,0.0,4.0,0.0,0.0,0.5729166666666667,Low,Low Sugar,Yes
1075,3272770016131,Chavroux Pur Chèvre,Chavroux,162.0,673.0,2.6,2.6,13.0,9.0,8.7,0.0,1.0,0.4,3.0,11.0,0.0,1.0,Low,Low Sugar,No
1076,6111028001246,la vache qui rit 24,Unknown,42.0,175.728,0.5,0.5,3.4,2.3,2.4,2.4,0.95,0.38,4.0,27.0,0.0,1.0,Low,Low Sugar,Yes
1077,20103644,Kokosmilch,Freshona,183.0,765.672,3.2,1.8,18.0,16.4,1.6,1.1,0.08,0.032,1.0,7.0,91.0,0.5625,Low,Low Sugar,No
1079,3265474000018,Huile Isio 4,Lesieur,900.0,3700.0,0.0,0.0,100.0,9.0,0.0,0.0,0.0,0.0,2.0,2.0,47.0,0.0,High,Low Sugar,No
1080,3502110009357,Pepsi Max,"Pepsi zero, PepsiCo",0.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.004,4.0,4.0,0.0,0.0,Low,Low Sugar,Yes
1081,3608580758686,Confiture Fraises,Bonne Maman,241.0,1023.0,59.0,59.0,0.1,0.0,0.4,1.2,0.0,0.0,4.0,16.0,65.0,1.0,Low,High Sugar,Yes
1082,5010044002378,Farmhouse Soft Bread,Warburtons,104.0,435.136,19.2,0.9,1.0999999979,0.2,3.799999999,1.0,0.4125,0.165,4.0,4.0,2.86458333333334,0.046875,Low,Low Sugar,Yes
1083,51000005,Cheese & Onion Flavour Potato Crisps,Walkers,128.0,535.552,13.0,0.7,7.4,0.6,1.7,1.0,0.285,0.114,4.0,12.0,14.7058823529412,0.05384615384615384,Low,Low Sugar,Yes
1084,7622210995063,180G LT NOISETTE COTE D OR,Côte d'Or,555.0,2322.12,45.0,43.0,36.0,14.0,9.3,5.1,0.18,0.072,4.0,26.0,24.0,0.9555555555555556,High,High Sugar,Yes
1085,8410300349051,Caldo casero de pollo,Gallina Blanca,5.0,21.0,0.2,0.1,0.3,0.0,0.4,0.0,0.75,0.3,4.0,3.0,1.1,0.5,Low,Low Sugar,Yes
1086,5000436616443,Corn Flakes,Tesco,387.0,1619.208,85.2,6.1,1.2,0.3,7.7,2.5,0.59,0.236,3.0,4.0,0.0,0.07159624413145539,Moderate,Low Sugar,No
1087,5010171005006,Spreadable Tub,Country Life,596.0,2493.664,0.3,0.3,66.0,27.8,0.3,2.4,1.3,0.52,2.0,20.0,18.75,1.0,High,Low Sugar,No
1088,3154230810131,HERTA LE BON PARIS Jambon sel réduit sans nitrite x4-140g,"HERTA, Le Bon Paris",112.8,476.4,0.8,0.0,2.4,1.0,22.0,0.0,1.375,0.55,4.0,5.0,0.0,0.0,Low,Low Sugar,Yes
1090,3176571983008,Viva lait 1/2 écrémé,candia,41.0,175.0,4.8,4.8,1.0,0.6,3.3,2.4,0.1,0.04,3.0,-1.0,0.0,1.0,Low,Low Sugar,No
1091,3608580823445,Fraise Intense,Bonne Maman,162.0,688.0,39.0,39.0,0.1,0.0,0.5,1.6,0.0,0.0,4.0,11.0,76.28125,1.0,Low,High Sugar,Yes
1092,5060120281975,Organic Oat Drink imp,Rude health,49.0,205.01600000000002,6.2,4.6,2.3,0.3,0.5,0.5,0.09,0.036,3.0,6.0,0.0,0.7419354838709676,Low,Low Sugar,No
1094,8000500227848,B-ready 6 pièces,Ferrero,521.0,2177.0,60.7,47.1,27.0,9.5,7.2,2.4,0.559,0.2236,4.0,30.0,13.0,0.7759472817133443,High,High Sugar,Yes
1095,8712100731822,Amora Spécialité à la moutarde de Dijon aux épices et aromates Savora Bocal 385g,"Amora, Unilever",124.0,513.0,15.0,5.9,4.8,0.3,3.8,1.04,4.7,1.88,3.0,22.0,-0.0664062500000009,0.39333333333333337,Low,Low Sugar,No
1096,884912005502,Grape-Nuts,Post,362.0,1516.0,68.0,8.9,1.8,0.3,11.2,12.0,1.0,0.4,3.0,1.0,0.0,0.13088235294117648,Moderate,Low Sugar,No
1097,3073780918763,babybel,Babybel,295.0,1225.0,0.01,0.01,23.0,15.5,22.0,2.4,1.7,0.68,3.0,14.0,0.0,1.0,Low,Low Sugar,No
1098,5060719920001,Absolute black dark chocolate,Montezuma's,601.0,2477.0,8.0,3.0,54.0,33.0,13.0,17.0,0.02,0.008,3.0,12.0,0.0,0.375,High,Low Sugar,No
1099,3302740047404,Le Supérieur -25% de Sel - Conservation sans Nitrite,Fleury Michon,115.0,486.0,0.5,0.5,2.8,1.0,22.0,2.4,1.4,0.56,4.0,5.0,2.38427734375,1.0,Low,Low Sugar,Yes
1101,4056489195917,Jemné ovesné vločky,"Crownfield,Lidl",372.0,2571.0,62.0,0.7,5.7,1.0,14.0,8.5,0.0,0.0,4.0,-3.0,0.0,0.01129032258064516,Moderate,Low Sugar,Yes
1102,5411188134985,Alpro Not Milk,ALPRO,59.0,248.0,5.7,0.0,3.5,0.4,0.7,1.0,0.12,0.048,4.0,5.0,12.5,0.0,Low,Low Sugar,Yes
1104,13764027053,Organic Bread 21 Whole Grains and Seeds,Dave's Killer Bread,110.0,460.24,22.0,4.0,0.0,0.0,6.0,4.0,0.425,0.17,4.0,-1.0,0.12389212740385,0.18181818181818182,Low,Low Sugar,Yes
1105,3175681851863,Biscuits Soja Figue,Gerblé,457.0,1914.0,56.0,15.0,19.0,1.9,12.0,6.9,0.02,0.008,4.0,2.0,19.7,0.26785714285714285,Moderate,Moderate Sugar,Yes
1106,8410376017113,Biscuits Mega Duo imp,Gullon,480.0,2010.0,67.0,31.0,20.0,8.6,5.9,4.0,0.45,0.18,4.0,22.0,0.0,0.4626865671641791,Moderate,High Sugar,Yes
1107,8480000808592,10 Tortillas Trigo,Hacendado,106.0,443.504,18.0,0.6,2.1,0.7,3.0,1.6,0.576,0.2304,4.0,9.0,0.0,0.03333333333333333,Low,Low Sugar,Yes
1108,6111242660373,Beurre badaouia,Unknown,50.0,209.20000000000002,15.0,10.0,10.0,0.5,1.5,2.4,0.3675,0.147,4.0,7.0,0.0,0.6666666666666666,Low,Moderate Sugar,Yes
1109,6111162001416,Delicia,maroc,91.0,380.744,18.35,0.09,0.0,0.0,4.13,0.0,0.0,0.0,4.0,7.0,0.25,0.004904632152588555,Low,Low Sugar,Yes
1110,7613287157201,Cheerios Multigrain,Cheerios Multigrain,113.0,472.79200000000003,20.7,5.3,1.4,0.3,3.0,2.9,0.235,0.094,4.0,7.0,0.0,0.2560386473429952,Low,Low Sugar,Yes
1111,8000500359488,Milk Chocolate,Ferrero Rocher,614.0,2554.0,46.2,45.4,44.4,21.4,6.2,2.4,0.163,0.0652,4.0,30.0,0.0,0.9826839826839826,High,High Sugar,Yes
1112,5060088700099,nakd peanut butter protein bar,Nakd,443.0,1851.0,39.3,26.8,21.9,3.9,17.4,9.6,0.3725,0.149,4.0,10.0,99.0,0.6819338422391859,Moderate,High Sugar,Yes
1113,5900951311505,Snickers,"offer, Mars Incorporated",490.0,2050.16,60.0,51.0,23.0,7.6,8.7,2.4,0.52,0.208,4.0,29.0,23.4000130208333,0.85,Moderate,High Sugar,Yes
1114,7622202025587,tuc,Tuc,483.0,2028.0,68.0,5.2,19.0,8.7,8.1,2.1,1.9,0.76,4.0,24.0,0.0,0.07647058823529412,Moderate,Low Sugar,Yes
1115,20474478,Peanut Butter,Mcennedy,653.0,2703.0,12.0,5.1,55.6,7.6,23.1,5.9,0.6,0.24,4.0,-4.0,85.0,0.425,High,Low Sugar,Yes
1116,3229820762692,Tofu nature,Bjorg,157.0,657.0,2.0,0.5,9.3,1.5,16.0,0.7,0.01,0.004,3.0,-4.0,0.0,0.25,Low,Low Sugar,No
1117,3502110009449,Orangensaft,Tropicana,40.0,182.0,8.9,8.9,0.0,0.0,0.8,0.6,0.0,0.0,1.0,4.0,100.0,1.0,Low,Low Sugar,No
1118,4001954161010,Original Irische Butter,"Kerrygold, Ornua Deutschland, Kerry",748.0,3076.0,0.7,0.7,82.5,56.0,0.7,2.4,0.02,0.008,2.0,20.0,0.0,1.0,High,Low Sugar,No
1119,5000168001104,Table Water Biscuits,Carr's,417.0,1744.728,74.7,0.899,7.7,3.3,10.1,4.2,0.392725,0.15709,3.0,3.0,0.0,0.012034805890227577,Moderate,Low Sugar,No
1120,5053827110983,Céréales Miel Pops,Kellogg's,384.0,1606.656,85.0,22.0,1.5,0.1,5.2,4.6,0.4,0.16,4.0,9.0,0.0,0.25882352941176473,Moderate,Moderate Sugar,Yes
1121,5054775188239,Tesco British Salted Block Butter,Tesco,745.0,3117.08,0.6,0.6,82.2,52.1,0.6,2.4,1.475,0.59,2.0,26.0,0.0,1.0,High,Low Sugar,No
1122,5410221305085,Schweppes Agrum',"Orangina Schweppes,Schweppes",19.0,79.49600000000001,4.5,0.01,0.0,1.4,0.0,2.4,3.935,1.574,4.0,24.0,2.2,0.0022222222222222222,Low,Low Sugar,Yes
1123,6111162001188,Délicia - confiture d'abricot,Délicia,272.0,1157.0,67.36,4.1,0.12,1.4,0.41,2.4,0.3675,0.147,3.0,7.0,66.6666666666667,0.06086698337292161,Low,Low Sugar,No
1124,7622300441937,Philadelphia Original,Mondelez International,226.666666666667,948.3733333333348,4.66666666666667,4.33333333333333,20.6666666666667,13.6666666666667,5.33333333333333,0.333333333333333,0.0,0.0,4.0,16.0,0.0,0.9285714285714274,Low,Low Sugar,Yes
1125,8410076481597,Tortilla Nachips Original,Old El Paso,490.0,2050.16,59.0,0.67,23.7,2.33,7.67,6.0,0.49,0.196,3.0,4.0,0.0,0.011355932203389832,Moderate,Low Sugar,No
1126,87157154,Classic Barbecue - Smokey & Rich,Heinz,138.0,584.0,34.0,29.0,0.2,0.1,0.9,2.4,1.2,0.48,4.0,14.0,0.208072916666666,0.8529411764705882,Low,High Sugar,Yes
1127,3083681093926,Aubergines cuisinées à la Provençal,Cassegrain,83.0,344.0,6.7,5.6,5.2,0.6,1.2,2.2,0.76,0.304,3.0,0.0,97.05,0.835820895522388,Low,Low Sugar,No
1128,1784060,SO organic Mayonnaise,Sainsbury's,695.0,2907.88,6.7,2.3,73.8,8.3,1.1,2.4,0.83,0.332,3.0,20.0,0.0,0.34328358208955223,High,Low Sugar,No
1129,4058172309519,Multivitamin,"Mivolis, dm",9.0,37.656,0.7,0.0,0.0,0.0,0.0,0.0,0.783,0.3132,4.0,7.0,0.0,0.0,Low,Low Sugar,Yes
1130,4056489143833,Крема сирене,Milbona,243.0,1006.0,2.8,2.7,23.0,16.1,6.3,0.0,0.65,0.26,3.0,14.0,0.0,0.9642857142857144,Low,Low Sugar,No
1131,3046920021043,Noir intense dessert 70%,Lindt,537.0,2246.808,36.0,30.0,37.0,22.0,9.0,2.4,0.1075,0.043,4.0,24.0,0.0,0.8333333333333334,High,High Sugar,Yes
1132,4056489491217,Skyr,Milbona,93.0,389.112,6.0,6.0,0.3,0.2,16.5,2.4,0.1975,0.079,1.0,-3.0,0.0,1.0,Low,Low Sugar,No
1133,6111266960343,Perly,Perly,514.0,2152.0,6.0,0.0,50.0,15.2,10.0,0.0,1.6,0.64,4.0,19.0,0.0,0.0,High,Low Sugar,Yes
1134,8480000864673,Pan de molde natural trigo espelta 100% integral,Hacendado,240.0,1010.0,38.0,3.7,4.1,0.8,12.0,7.4,1.1,0.44,4.0,1.0,0.0,0.09736842105263159,Low,Low Sugar,Yes
1135,6111245340487,Or Blanc,Or Blanc,226.0,945.5840000000001,6.5,5.9,18.0,12.0,9.5,0.35,4.25,1.7,4.0,30.0,0.0,0.9076923076923078,Low,Low Sugar,Yes
1136,3760324300015,2 Steaks végétaux et gourmands,Happyvore,229.0,949.0,3.8,0.5,17.0,2.0,13.0,6.0,0.65,0.26,4.0,-2.0,13.95,0.13157894736842105,Low,Low Sugar,Yes
